IPQA NO;Current Paper NO;Lot;Product Model;Equipment;Surface Treatment;Layout Design;Production Process;Edge Position;Board Specification;Board Length (mm);Board Width (mm);Minimum Hole Diameter (mm);Customer Number;Full Board Plating_Production Line Equipment Name;Full Board Plating_Copper Surface Requirement (um);Full Board Plating_Hole Copper Requirement (um);Full Board Plating_Copper Current Density;Full Board Plating_Spray Frequency (HZ);Full Board Plating_Copper Plating Time (min);Full Board Plating_Board Speed (m/min);Pattern Plating_Production;Pattern Plating_Copper Surface Requirement (um);Pattern Plating_Hole Copper Requirement (um);Pattern Plating_Plated Area (GTL);Pattern Plating_Plated Area (GBL);Pattern Plating_Copper Current Density;Pattern Plating_Tin Plating Current Density;Pattern Plating_Spray Frequency|Copper (HZ);Pattern Plating_Spray Frequency|Tin (HZ);Pattern Plating_Copper Plating Time (min);Pattern Plating_Tin Plating Time (min);Pattern Plating_Board Speed (m/min);Is Hole Plugged;Not Plugged;Plugged;Inspection Item;Requirement;Measured Range 1;Measured Range 2;Measured Range 3;Measured Range 4;Measured Range 5;Measured Range 6;Average Value;Judgment;min_requirement;judgement_criteria;label;thickness_min;thickness_max;thickness_mean;thickness_std;thickness_range;mfgpartId;Part Number;Panel Length;Panel Width;Part Length;Part Width;Line width/spacing (mm);Graphic Area C Side %;Graphic Area S Side %;Board Thickness (mm);Min. hole size;Total Hole Quantity;Ratio;Panel Size;Line Width (mm);Line Spacing (mm);is_vcp;minimal_thickness;maximal_thickness;thickness_asymmetry;thickness_req_ratio;thickness_delta;minimum_hole_diameter
DCI-20240614473;ECI-20240614005;WOA240604060-00-002-002;J0400039A00.1;1#东威图电VCP线;沉金;A板;正片;短边;0.71;560.0;494.0;0.35mm;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;25;33.0;37.0;18.0;11.0;;;70.0;8;;;否;是;孔铜;≥25;28.27;24.32;32.21;31.55;24.98;33.53;29.14;REJ;25.0;30.0;1;24.32;33.53;29.14;3.89;9.21;276071;J0400039A00.1;560.0;494.0;269.0;234.0;0.3/0.2;33.0;37.0;1.6;0.35;19050.0;4.571428571428572;276640.0;0.3;0.2;True;24.32;33.53;9.21;-0.027199999999999988;-0.6799999999999997;0.35
DCI-20240614474;ECI-20240614002;WOA240607168-00-001-001;J0200156A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.6;600.0;392.0;0.55;H0080;东威;5;5;17;45.0;19.0;2;龙门;51;25;70.0;74.0;19.0;11.0;;;60.0;8;;;是;否;孔铜;≥25;31.55;28.27;30.9;30.9;28.27;30.24;30.02;ACC;25.0;30.0;1;28.27;31.55;30.02;1.42;3.280000000000001;279837;J0200156A00.0;600.0;392.0;370.03;282.35;0.305/0.3;70.0;74.0;1.65;0.55;6335.0;3.0;235200.0;0.305;0.3;False;28.27;31.55;3.280000000000001;0.13079999999999997;3.2699999999999996;0.55
DCI-20240614478;ECI-20240614003;WOA240612236-00-001-001;J0200152A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;600.0;502.0;0.4;H0001;荣信;5;5;2.5;45.0;18.0;1.3;龙门;38.4;20;79.0;74.0;17.0;11.0;;;60.0;8;;;否;是;孔铜;≥20平均25;30.9;25.64;28.92;30.24;24.98;29.58;28.37;REJ;20.0;25.0;0;24.98;30.9;28.38;2.47;5.919999999999998;276993;J0200152A00.0;600.0;502.0;191.0;143.5;0.3/0.428;79.0;74.0;1.2;0.4;49443.0;3.0;301200.0;0.3;0.428;False;24.98;30.9;5.919999999999998;0.24900000000000003;4.98;0.4
DCI-20240614481;ECI-20240614004;WOA240605102-00-001-001;J0400162A00.0;2#龙门图电线;沉金;A板;正片;短边;1.1;622.0;520.5;0.25;H0144;东威;35;18;27;45.0;48.0;0.8;龙门;35;18;51.0;55.0;8.0;11.0;;;60.0;8;;;否;是;孔铜;≥18平均20;26.29;21.04;26.95;27.61;20.38;24.32;24.49;ACC;18.0;23.0;1;20.38;27.61;24.43;3.09;7.23;277467;J0400162A00.0;622.0;520.5;105.25;81.0;0.102/0.102;51.0;55.0;1.6;0.25;31523.0;6.4;323751.0;0.102;0.102;False;20.38;27.61;7.23;0.13222222222222216;2.379999999999999;0.25
DCI-20240615268;ECI-20240615002;WOA240607170-00-001-001;J0400163A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;600.0;400.0;0.325;H0001;东威;5;5;17;45.0;19.0;2;龙门;35;20;74.0;78.0;17.0;11.0;;;60.0;8;;;否;是;孔铜;≥20平均25;30.24;24.32;34.18;33.53;25.29;30.9;29.74;REJ;20.0;25.0;0;24.32;34.18;29.74;4.12;9.86;279444;J0400163A00.0;600.0;400.0;375.0;187.0;0.2/0.2;74.0;78.0;1.6;0.325;17787.0;4.923076923076923;240000.0;0.2;0.2;False;24.32;34.18;9.86;0.21600000000000003;4.32;0.325
DCI-20240615269;ECI-20240615001;WOA240613286-00-001-001;J0200043A01.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;546.0;417.33;0.9;H0080;东威;5;5;17;45.0;19.0;2;龙门;33.4;18;32.0;28.0;15.0;11.0;;;60.0;8;;;是;否;孔铜;≤18平均20;31.55;26.61;32.87;35.51;29.17;34.7;31.73;REJ;18.0;23.0;0;26.61;35.51;31.73;3.38;8.899999999999999;283626;J0200043A01.0;546.0;417.33;171.4;132.0;0.635/0.44;32.0;28.0;1.6;0.9;7843.0;1.777777777777778;227862.18;0.635;0.44;False;26.61;35.51;8.899999999999999;0.4783333333333333;8.61;0.9
DCI-20240615276;ECI-20240614006;WOA240611212-00-001-001;J0200119A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;580.0;476.0;0.35;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;33.4;18;33.0;59.0;15.0;11.0;;;60.0;8;;;否;是;孔铜;≥18平均20;34.81;25.64;43.39;33.53;27.61;42.07;34.5;REJ;18.0;23.0;0;25.64;43.39;34.51;7.26;17.75;276299;J0200119A00.0;580.0;476.0;277.03;227.0;0.254/0.19;33.0;59.0;1.6;0.35;10034.0;4.571428571428572;276080.0;0.254;0.19;False;25.64;43.39;17.75;0.42444444444444446;7.640000000000001;0.35
DCI-20240615529;ECI-20240615003;WOA240611201-00-001-001;J0400161A00.0;2#龙门图电线;喷锡;A板;正片;短边;1;600.0;546.0;0.25;H0200;荣信;5;5;2.5;45.0;18.0;1.3;图电;33.4;18;65.0;68.0;17.0;11.0;;;60.0;8;;;否;是;孔铜;≥18平均20;30.9;23.01;34.18;32.87;24.32;31.55;29.47;REJ;18.0;23.0;0;23.01;34.18;29.47;4.66;11.17;277343;J0400161A00.0;600.0;546.0;140.0;102.0;0.203/0.127;65.0;68.0;1.6;0.25;19655.0;6.4;327600.0;0.203;0.127;False;23.01;34.18;11.169999999999998;0.27833333333333343;5.010000000000002;0.25
DCI-20240615537;ECI-20240615005;WOA240606126-00-004-016;J0400150A00.0;2#龙门图电线;沉金;A板;正片;短边;0.5;622.0;546.0;0.4mm;H0080;东威;5;5;17;45.0;19.0;2;龙门;70;20;56.0;63.0;18.0;11.0;;;60.0;8;;;否;是;孔铜;≥20平均25;30.24;24.98;30.9;29.58;26.29;30.24;28.7;ACC;20.0;25.0;0;24.98;30.9;28.7;2.45;5.919999999999998;271028;J0400150A00.0;622.0;546.0;207.66;174.8;0.2/0.2;56.0;63.0;1.6;0.4;30044.0;4.0;339612.0;0.2;0.2;False;24.98;30.9;5.919999999999998;0.24900000000000003;4.98;0.4
DCI-20240615538;ECI-20240615006;WOA240613282-00-001-001;J0200145A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;580.0;436.8;0.35;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;35;25;52.0;52.0;18.0;11.0;;;70.0;8;;;否;是;孔铜;≥25;33.53;29.58;36.81;36.15;28.27;32.87;32.86;ACC;25.0;30.0;1;28.27;36.81;32.87;3.43;8.540000000000003;274453;J0200145A00.0;580.0;436.8;269.7;206.73;0.254/0.242;52.0;52.0;1.6;0.35;14950.0;4.571428571428572;253344.0;0.254;0.242;False;28.27;36.81;8.540000000000003;0.13079999999999997;3.2699999999999996;0.35
DCI-20240616408;ECI-20240615008;WOA240606109-00-001-010;JB4C447TB1;2#龙门图电线;沉锡;A板;正片;短边;0.8;622.0;520.5;0.4;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;25;28.0;32.0;16.0;11.0;;;60.0;8;;;;;孔铜;≥25;33.53;28.92;36.81;34.84;28.27;34.18;32.75;ACC;25.0;30.0;1;28.27;36.81;32.76;3.41;8.540000000000003;236169;JB4C447TB1;622.0;520.5;290.0;191.0;0.2/0.2;28.0;32.0;1.6;0.4;7288.0;4.0;323751.0;0.2;0.2;False;28.27;36.81;8.540000000000003;0.13079999999999997;3.2699999999999996;0.4
DCI-20240616409;ECI-20240616001;WOA240613245-00-001-001;JB21337LA0;1#东威图电VCP线;喷锡;A板;正片;短边;1.5(含铜);612.0;546.0;0.4;H0016;东威;5;5;17;45.0;19.0;2;东威;33;18;72.0;77.0;30.0;16.0;45;40;36.0;6;1;;;;孔铜;≥18平均20;24.98;20.38;25.64;25.64;20.38;33.4;25.07;ACC;18.0;23.0;1;20.38;33.4;25.07;4.78;13.02;56173;JB21337LA0;612.0;546.0;166.3;86.7;0.25/0.17;72.0;77.0;1.6;0.4;55272.0;4.0;334152.0;0.25;0.17;True;20.38;33.4;13.02;0.13222222222222216;2.379999999999999;0.4
DCI-20240616410;ECI-20240616002;WOA240611182-00-005-011;JB2C910LB0;1#东威图电VCP线;喷锡;A板;正片;短边;1.5;580.0;308.0;0.55;H0080;东威;5;5;17;45.0;19.0;2;东威;52;25;75.0;73.0;33.0;16.0;45;40;36.0;6;1;;;;孔铜;≥25;33.53;28.27;36.15;34.18;29.58;38.78;33.41;ACC;25.0;30.0;1;28.27;38.78;33.42;3.95;10.51;279561;JB2C910LB0;580.0;308.0;288.0;280.0;0.25/0.25;75.0;73.0;1.55;0.55;6006.0;2.818181818181818;178640.0;0.25;0.25;True;28.27;38.78;10.510000000000002;0.13079999999999997;3.2699999999999996;0.55
DCI-20240617257;ECI-20240616003;WOA240612237-00-001-001;J0400159A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;622.0;484.0;0.35;H0200;东威;5;5;17;45.0;19.0;2;龙门;33.4;18;47.0;53.0;15.0;11.0;;;60.0;8;;;否;是;孔铜;≥18平均20;33.23;24.62;30.15;33.85;25.23;31.38;29.74;ACC;18.0;23.0;0;24.62;33.85;29.74;3.96;9.23;281371;J0400159A00.0;622.0;484.0;220.0;152.0;0.178/0.178;47.0;53.0;1.6;0.35;14044.0;4.571428571428572;301048.0;0.178;0.178;False;24.62;33.85;9.23;0.3677777777777778;6.620000000000001;0.35
DCI-20240618253;ECI-20240618002;WOA240615336-00-001-001;J0200146A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;560.0;510.0;0.5;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;25;49.0;58.0;18.0;11.0;;;70.0;8;;;;;孔铜;≥25;36.31;31.38;35.69;38.77;31.38;38.15;35.28;REJ;25.0;30.0;0;31.38;38.77;35.28;3.23;7.390000000000004;281417;J0200146A00.0;560.0;510.0;269.0;242.5;0.3/0.3;49.0;58.0;1.6;0.5;21679.0;3.2;285600.0;0.3;0.3;False;31.38;38.77;7.390000000000004;0.2552;6.379999999999999;0.5
DCI-20240618255;ECI-20240618003;WOA240611209-00-001-004;J0600033A00.0;2#龙门图电线;喷锡;A板;正片;短边;;520.0;436.8;0.35;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;83;25;37.0;38.0;16.0;11.0;;;70.0;8;;;;;孔铜;≥25;46.77;38.15;52.92;47.38;39.38;52.31;46.15;REJ;25.0;30.0;0;38.15;52.92;46.15;6.25;14.77;265282;J0600033A00.0;520.0;436.8;482.08;203.5;0.3/0.4;37.0;38.0;2.0;0.35;2606.0;5.714285714285714;227136.0;0.3;0.4;False;38.15;52.92;14.770000000000003;0.5259999999999999;13.149999999999999;0.35
DCI-20240618259;ECI-20240618001;WOA240607146-00-001-001;J0400125A00.0;2#龙门图电线;沉锡;A板;正片;短边;0.36;470.0;330.0;0.4mm;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;38;20;42.0;54.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;48.0;32.0;38.77;45.54;33.85;38.77;39.48;REJ;20.0;25.0;0;32.0;48.0;39.49;6.29;16.0;269857;J0400125A00.0;470.0;330.0;304.2;222.0;0.2/0.2;42.0;54.0;1.2;0.4;3951.0;3.0;155100.0;0.2;0.2;False;32.0;48.0;16.0;0.6;12.0;0.4
DCI-20240618366;ECI-20240618004;WOA240525517-00-001-001;J0600028A00.0;2#龙门图电线;沉锡;A板;正片;短边;;546.0;414.67;0.4;H0080;东威;5;5;17;45.0;19.0;2;龙门;50;30;38.0;40.0;15.0;11.0;;;90.0;8;;;;;孔铜;≥30;38.78;33.53;38.13;39.44;33.53;39.44;37.14;ACC;30.0;35.0;1;33.53;39.44;37.14;2.84;5.909999999999997;256787;J0600028A00.0;546.0;414.6667;252.0;190.1;0.15/0.15;38.0;40.0;1.6;0.4;7830.0;4.0;226408.0182;0.15;0.15;False;33.53;39.44;5.909999999999997;0.11766666666666671;3.530000000000001;0.4
DCI-20240618366;ECI-20240618004;WOA240525517-00-001-001;J0600028A00.0;2#龙门图电线;沉锡;A板;正片;短边;;546.0;414.67;0.4;H0080;东威;5;5;17;45.0;19.0;2;龙门;50;30;38.0;40.0;15.0;11.0;;;90.0;8;;;;;孔铜;≥30;38.78;33.53;38.13;39.44;33.53;39.44;37.14;ACC;30.0;35.0;1;33.53;39.44;37.14;2.84;5.909999999999997;256809;J0600028A00.0;546.0;414.6667;252.0;190.1;;;;;0.3;5710.0;;226408.0182;;;False;33.53;39.44;5.909999999999997;0.11766666666666671;3.530000000000001;0.4
DCI-20240618366;ECI-20240618004;WOA240525517-00-001-001;J0600028A00.0;2#龙门图电线;沉锡;A板;正片;短边;;546.0;414.67;0.4;H0080;东威;5;5;17;45.0;19.0;2;龙门;50;30;38.0;40.0;15.0;11.0;;;90.0;8;;;;;孔铜;≥30;38.78;33.53;38.13;39.44;33.53;39.44;37.14;ACC;30.0;35.0;1;33.53;39.44;37.14;2.84;5.909999999999997;256810;J0600028A00.0;546.0;414.6667;252.0;190.1;;;;;0.3;15960.0;;226408.0182;;;False;33.53;39.44;5.909999999999997;0.11766666666666671;3.530000000000001;0.4
DCI-20240618372;ECI-20240618005;WOA240615376-00-001-001;J0600032A00.0;2#龙门图电线;喷锡;A板;正片;短边;;520.5;413.0;0.85;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;83;25;54.0;52.0;18.0;11.0;;;70.0;8;;;;;孔铜;≥25;36.92;28.92;40.0;38.15;29.54;39.38;35.48;ACC;25.0;30.0;1;28.92;40.0;35.48;4.96;11.08;279964;J0600032A00.0;520.5;413.0;384.5;240.9;0.5/0.305;54.0;52.0;2.15;0.85;3627.0;2.529411764705882;214966.5;0.5;0.305;False;28.92;40.0;11.079999999999998;0.15680000000000008;3.9200000000000017;0.85
DCI-20240619306;ECI-20240618006;RPA1240515241-00-001-001;J0300001A00.1;2#龙门图电线;沉锡;A板;正片;短边;;520.5;414.66;0.3;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;55;25;43.0;72.0;15.0;11.0;;;90.0;8;;;是;否;孔铜;≥25;35.59;33.42;33.42;30.85;35.99;33.42;33.78;ACC;25.0;30.0;0;30.85;35.99;33.78;1.85;5.140000000000001;283508;J0300001A00.1;520.5;414.66;240.0;91.0;0.25/0.233;43.0;72.0;1.6;0.3;1243.0;5.333333333333334;215830.53;0.25;0.233;False;30.85;35.99;5.140000000000001;0.23400000000000007;5.850000000000001;0.3
DCI-20240619308;ECI-20240618009;WOA240605098-00-001-001;J0400136A00.0;2#龙门图电线;沉金;A板;正片;短边;0.36;626.0;546.0;0.45;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;20;27.0;31.0;17.0;11.0;;;60.0;8;;;是;否;孔铜;≥20平均25;34.18;27.61;32.87;36.15;30.24;34.84;32.64;ACC;20.0;25.0;0;27.61;36.15;32.65;3.18;8.54;265308;J0400136A00.0;626.0;546.0;170.0;100.0;0.254/0.254;27.0;31.0;1.0;0.45;27995.0;2.222222222222222;341796.0;0.254;0.254;False;27.61;36.15;8.54;0.38049999999999995;7.609999999999999;0.45
DCI-20240619417;ECI-20240618010;WOA240615337-00-001-001;J0400168A00.0;2#龙门图电线;沉锡;A板;正片;短边;0.8;520.0;400.0;0.325;H0080;东威;5;5;17;45.0;19.0;2;龙门;33;20;35.0;32.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;32.21;24.98;31.55;31.55;22.35;31.55;29.03;ACC;20.0;25.0;1;22.35;32.21;29.03;4.25;9.86;283371;J0400168A00.0;520.0;400.0;374.0;150.0;0.15/0.15;35.0;32.0;1.5;0.325;13935.0;4.615384615384615;208000.0;0.15;0.15;False;22.35;32.21;9.86;0.11750000000000008;2.3500000000000014;0.325
DCI-20240619419;ECI-20240618011;WOA240605085-00-001-001;J0600002C00.0;2#龙门图电线;喷锡;A板;正片;短边;;626.0;520.5;0.25;H0016;荣信;5;5;2.5;45.0;18.0;1.3;龙门;38;20;61.0;62.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;36.15;27.61;36.15;34.18;26.95;36.81;32.97;ACC;20.0;25.0;0;26.95;36.81;32.98;4.5;9.860000000000003;263280;J0600002C00.0;626.0;520.5;149.5;97.0;0.11/0.134;61.0;62.0;1.6;0.25;59033.0;6.4;325833.0;0.11;0.134;False;26.95;36.81;9.860000000000003;0.3475;6.949999999999999;0.25
DCI-20240619422;ECI-20240619001;WOA240617380-00-001-001;J0200135B00.0;2#龙门图电线;沉金;A板;正片;短边;0.8;620.0;544.0;0.3;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;20;21.0;20.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;31.38;26.46;31.38;30.77;27.69;30.15;29.63;ACC;20.0;25.0;0;26.46;31.38;29.64;2.07;4.919999999999998;283918;J0200135B00.0;620.0;544.0;45.15;39.85;0.41/0.646;21.0;20.0;0.9;0.3;10842.0;3.0;337280.0;0.41;0.646;False;26.46;31.38;4.919999999999998;0.32300000000000006;6.460000000000001;0.3
DCI-20240619427;ECI-20240619002;WOA240606132-00-003-003;J0400139A00.0;2#龙门图电线;沉金;A板;正片;短边;0.6;622.0;546.0;0.45;H0080;东威;5;5;17;45.0;19.0;2;龙门;90;20;49.0;51.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;30.9;26.95;31.55;28.91;23.01;30.24;28.59;ACC;20.0;25.0;0;23.01;31.55;28.59;3.19;8.54;265491;J0400139A00.0;622.0;546.0;250.8;169.61;0.25/0.22;49.0;51.0;1.8;0.45;18528.0;4.0;339612.0;0.25;0.22;False;23.01;31.55;8.54;0.15050000000000008;3.0100000000000016;0.45
DCI-20240619429;ECI-20240618008;WOA240611178-00-001-001;J0400145A00.0;2#龙门图电线;沉金;A板;正片;短边;0.6;626.0;540.0;0.35;H0080;东威;5;5;17;45.0;19.0;2;龙门;52;25;54.0;61.0;18.0;11.0;;;70.0;8;;;;;孔铜;≥25;34.84;30.9;40.76;36.15;32.21;40.1;35.82;ACC;25.0;30.0;0;30.9;40.76;35.83;4.03;9.86;274227;J0400145A00.0;626.0;540.0;303.0;169.0;0.2/0.2;54.0;61.0;0.97;0.35;71591.0;2.771428571428571;338040.0;0.2;0.2;False;30.9;40.76;9.86;0.23599999999999993;5.899999999999999;0.35
DCI-20240619432;ECI-20240618007;WOA240615375-00-001-001;J0200163A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.4;622.0;431.0;0.3;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;20;73.0;62.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;34.18;28.92;38.13;31.55;27.61;38.78;33.19;ACC;20.0;25.0;0;27.61;38.78;33.2;4.66;11.17;284340;J0200163A00.0;622.0;431.0;204.04;198.11;0.152/0.152;73.0;62.0;1.5;0.3;25837.0;5.0;268082.0;0.152;0.152;False;27.61;38.78;11.170000000000002;0.38049999999999995;7.609999999999999;0.3
DCI-20240619557;ECI-20240619003;WOA240611177-00-001-001;J0400165A00.0;1#东威图电VCP线;喷锡;A板;正片;短边;0.6;622.0;520.5;0.3;H0116;东威;5;5;17;45.0;19.0;2;东威;38;20;46.0;52.0;27.0;16.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;30.24;26.29;30.9;30.24;24.98;29.58;28.7;ACC;20.0;25.0;0;24.98;30.9;28.7;2.45;5.919999999999998;280615;J0400165A00.0;622.0;520.5;148.9;114.0;0.203/0.196;46.0;52.0;1.2;0.3;60210.0;4.0;323751.0;0.203;0.196;True;24.98;30.9;5.919999999999998;0.24900000000000003;4.98;0.3
DCI-20240620269;ECI-20240620001;WOA240615377-00-002-004;J0600034A00.0;2#龙门图电线;沉金;A板;正片;短边;;490.0;436.8;0.3;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;85;25;39.0;37.0;19.0;11.0;;;70.0;8;;;否;是;孔铜;≥25;37.47;24.98;36.15;38.78;24.32;39.44;33.52;REJ;25.0;30.0;1;24.32;39.44;33.52;6.97;15.12;276814;J0600034A00.0;490.0;436.8;451.0;204.2;0.2/0.2;39.0;37.0;2.15;0.3;6444.0;7.166666666666667;214032.0;0.2;0.2;False;24.32;39.44;15.119999999999997;-0.027199999999999988;-0.6799999999999997;0.3
DCI-20240620340;ECI-20240620003;WOA240615360-00-001-001;JB2C819EA0;1#东威图电VCP线;沉金;A板;正片;短边;0.9;622.0;546.0;0.35;H0080;东威;5;5;17;45.0;19.0;2;东威;35;20;67.0;62.0;30.0;16.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;34.46;25.23;32.0;33.23;26.46;31.38;30.46;ACC;20.0;25.0;0;25.23;34.46;30.46;3.75;9.23;169396;JB2C819EA0;622.0;546.0;188.7;172.88;0.4/;67.0;62.0;1.0;0.35;13200.0;2.857142857142857;339612.0;0.4;;True;25.23;34.46;9.23;0.2615;5.23;0.35
DCI-20240620603;ECI-20240620005;WOA240615377-00-002-004;J0600034A00.0;2#龙门图电线;沉金;A板;正片;短边;;490.0;436.8;0.3;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;85;25;39.0;37.0;19.0;11.0;;;80.0;8;;;;;孔铜;≥25;34.84;25.64;36.81;36.15;26.29;38.13;32.97;ACC;25.0;30.0;1;25.64;38.13;32.98;5.54;12.49;276814;J0600034A00.0;490.0;436.8;451.0;204.2;0.2/0.2;39.0;37.0;2.15;0.3;6444.0;7.166666666666667;214032.0;0.2;0.2;False;25.64;38.13;12.490000000000002;0.025600000000000022;0.6400000000000006;0.3
DCI-20240621305;ECI-20240621001;WOA240604052-00-001-001;J04T0020A00.0;2#龙门图电线;;A板;正片;短边;1.2;600.0;450.0;0.5;H0125;东威;5;5;17;45.0;19.0;2;龙门;70;18;64.0;27.0;15.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;42.73;36.81;43.39;47.99;38.13;46.02;42.4;REJ;18.0;23.0;0;36.81;47.99;42.51;4.36;11.18;276434;J04T0020A00.0;600.0;450.0;210.0;189.99;0.4/;64.0;27.0;1.6;0.5;4608.0;3.2;270000.0;0.4;;False;36.81;47.99;11.18;1.0450000000000002;18.810000000000002;0.5
DCI-20240622256;ECI-20240621003;WOA240612215-00-001-001;J04T0022A00.0;2#龙门图电线;;A板;正片;短边;1.3;600.0;449.0;0.5;H0125;东威;5;5;17;45.0;19.0;2;龙门;35;18;63.0;26.0;15.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;32.08;24.32;31.55;31.55;24.32;32.21;29.33;ACC;18.0;23.0;0;24.32;32.21;29.34;3.9;7.890000000000001;275837;J04T0022A00.0;600.0;449.0;210.0;189.99;0.4/;63.0;26.0;1.6;0.5;4608.0;3.2;269400.0;0.4;;False;24.32;32.21;7.890000000000001;0.35111111111111115;6.32;0.5
DCI-20240622258;ECI-20240621005;WOA240604050-00-001-001;J04T0023A00.0;2#龙门图电线;;A板;正片;短边;1.2;600.0;446.0;0.5;H0125;东威;5;5;17;45.0;19.0;2;龙门;70;18;64.0;27.0;15.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;29.58;25.64;32.87;28.92;21.04;31.55;28.26;ACC;18.0;23.0;0;21.04;32.87;28.27;4.32;11.83;276520;J04T0023A00.0;600.0;446.0;210.0;189.99;0.4/;64.0;27.0;1.6;0.5;4608.0;3.2;267600.0;0.4;;False;21.04;32.87;11.829999999999998;0.16888888888888884;3.039999999999999;0.5
DCI-20240622259;ECI-20240621006;WOA240604051-00-001-001;J04T0019A00.0;2#龙门图电线;;A板;正片;短边;1.2;600.0;450.0;0.5;H0125;东威;5;5;17;45.0;19.0;2;龙门;70;18;63.0;26.0;15.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;34.84;27.61;34.18;36.81;27.61;34.84;32.64;ACC;18.0;23.0;0;27.61;36.81;32.65;4.0;9.200000000000003;276341;J04T0019A00.0;600.0;450.0;210.0;189.99;0.4/;63.0;26.0;1.6;0.5;4608.0;3.2;270000.0;0.4;;False;27.61;36.81;9.200000000000003;0.5338888888888889;9.61;0.5
DCI-20240622261;ECI-20240621007;WOA240613241-00-001-001;J04T0018A00.0;2#龙门图电线;;A板;正片;短边;1.3;600.0;448.0;0.5;H0125;东威;5;5;17;45.0;19.0;2;龙门;35;18;63.0;26.0;15.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;35.5;28.27;35.5;34.84;27.61;37.47;33.19;ACC;18.0;23.0;0;27.61;37.47;33.2;4.17;9.86;275762;J04T0018A00.0;600.0;448.0;210.0;189.99;0.4/;63.0;26.0;1.6;0.5;4608.0;3.2;268800.0;0.4;;False;27.61;37.47;9.86;0.5338888888888889;9.61;0.5
DCI-20240622263;ECI-20240621008;WOA240604074-00-001-001;J04T0011A00.0;2#龙门图电线;;A板;正片;短边;0.9;600.0;447.0;0.5;H0125;东威;5;5;17;45.0;19.0;2;龙门;70;18;64.0;30.0;15.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;28.92;24.32;34.18;28.27;25.64;34.18;29.25;ACC;18.0;23.0;0;24.32;34.18;29.25;4.17;9.86;274702;J04T0011A00.0;600.0;447.0;210.0;189.99;0.4/;64.0;30.0;1.6;0.5;4608.0;3.2;268200.0;0.4;;False;24.32;34.18;9.86;0.35111111111111115;6.32;0.5
DCI-20240622264;ECI-20240621009;WOA240617406-00-001-001;J0400089B01.0;2#龙门图电线;沉金;A板;正片;短边;0.7;580.0;458.0;0.3;H0080;东威;5;5;17;45.0;19.0;2;龙门;38;25;70.0;69.0;18.0;11.0;;;70.0;8;;;;;孔铜;≥25;35.5;26.95;34.18;36.15;26.29;32.87;31.99;ACC;25.0;30.0;1;26.29;36.15;31.99;4.31;9.86;284876;J0400089B01.0;580.0;458.0;277.0;215.0;0.15/0.15;70.0;69.0;1.6;0.3;15700.0;5.333333333333334;265640.0;0.15;0.15;False;26.29;36.15;9.86;0.051599999999999965;1.2899999999999991;0.3
